1.6990 -4.0000 -7.8859 -2.0000 0.4624 -4.3009 -1.9586 8.1843e+01
1.6990 -4.0000 -7.7982 -1.9200 0.4624 -4.4142 -1.9586 6.8145e+01
1.6990 -4.0000 -7.7916 -1.8400 0.4624 -4.5132 -1.9586 5.7071e+01
1.6990 -4.0000 -7.8320 -1.7600 0.4624 -4.6021 -1.9586 4.7612e+01
1.6990 -4.0000 -7.8799 -1.6800 0.4624 -4.6872 -1.9586 3.9379e+01
1.6990 -4.0000 -7.9233 -1.6000 0.4624 -4.7703 -1.9586 3.2486e+01
1.6990 -4.0000 -7.9610 -1.5200 0.4624 -4.8520 -1.9586 2.7148e+01
1.6990 -4.0000 -7.9917 -1.4400 0.4624 -4.9328 -1.9586 2.3316e+01
1.6990 -4.0000 -8.0000 -1.3600 0.4624 -5.0150 -1.9586 2.0593e+01
1.6990 -4.0000 -8.0000 -1.2800 0.4624 -5.0969 -1.9586 1.8531e+01
1.6990 -4.0000 -8.0000 -1.2000 0.4624 -5.1778 -1.9586 1.6860e+01
1.6990 -4.0000 -8.0000 -1.1200 0.4624 -5.2578 -1.9586 1.5459e+01
1.6990 -4.0000 -8.0000 -1.0400 0.4624 -5.3370 -1.9586 1.4276e+01
1.6990 -4.0000 -7.9883 -0.9600 0.4624 -5.4168 -1.9586 1.3285e+01
1.6990 -4.0000 -7.9475 -0.8800 0.4624 -5.4993 -1.9586 1.2468e+01
1.6990 -4.0000 -7.8942 -0.8000 0.4624 -5.5827 -1.9586 1.1809e+01
1.6990 -4.0000 -7.8296 -0.7200 0.4624 -5.6668 -1.9586 1.1295e+01
1.6990 -4.0188 -7.7441 -0.6400 0.4624 -5.7519 -1.9586 1.0914e+01
1.6990 -4.0942 -7.6231 -0.5600 0.4624 -5.8379 -1.9586 1.0649e+01
1.6990 -4.0001 -7.2233 -0.4800 0.4624 -6.0632 -1.9586 1.0348e+01
1.6990 -4.0594 -7.1916 -0.4000 0.4624 -6.0572 -1.9586 1.0372e+01
1.6990 -4.9247 -6.7330 -0.3200 0.4624 -6.1202 -1.9586 1.0291e+01
1.6990 -5.0277 -6.5801 -0.2400 0.4624 -6.2215 -1.9586 1.0229e+01
1.6990 -5.1185 -6.4462 -0.1600 0.4624 -6.3293 -1.9586 1.0183e+01
1.6990 -5.2022 -6.3242 -0.0800 0.4624 -6.4469 -1.9586 1.0147e+01
1.6990 -5.2809 -6.2105 0.0000 0.4624 -6.5802 -1.9586 1.0119e+01
1.6990 -5.3557 -6.1033 0.0800 0.4624 -6.7394 -1.9586 1.0098e+01
1.6990 -5.4269 -6.0003 0.1600 0.4624 -6.9496 -1.9586 1.0081e+01
1.6990 -5.4944 -5.9009 0.2400 0.4624 -7.2914 -1.9586 1.0068e+01
1.6990 -5.5612 -5.8252 0.3200 0.4624 -8.0000 -1.9586 1.0063e+01
1.6990 -5.6351 -5.8139 0.4000 0.4624 -8.0000 -1.9586 1.0146e+01
1.6990 -5.7088 -5.8035 0.4800 0.4624 -8.0000 -1.9586 1.0354e+01
1.6990 -5.7825 -5.7942 0.5600 0.4624 -8.0000 -1.9586 1.0691e+01
1.6990 -5.8561 -5.7860 0.6400 0.4624 -8.0000 -1.9586 1.1161e+01
1.6990 -5.9299 -5.7789 0.7200 0.4624 -8.0000 -1.9586 1.1771e+01
1.6990 -6.0037 -5.7732 0.8000 0.4624 -8.0000 -1.9586 1.2527e+01
1.6990 -4.0528 -5.9812 0.8800 0.4624 -8.0000 -1.9586 1.3058e+01
1.6990 -4.1203 -5.9853 0.9600 0.4624 -8.0000 -1.9586 1.3227e+01
1.6990 -4.0344 -6.0120 1.0400 0.4624 -8.0000 -1.9586 1.3304e+01
1.6990 -4.0975 -6.0293 1.1200 0.4624 -8.0000 -1.9586 1.3604e+01
1.6990 -4.1609 -6.0544 1.2000 0.4624 -8.0000 -1.9586 1.4056e+01
1.6990 -5.5816 -4.1783 1.2800 0.4624 -6.2418 -1.9586 1.0214e+01
1.6990 -5.6610 -4.1823 1.3600 0.4624 -6.3252 -1.9586 1.0198e+01
1.6990 -5.7372 -4.1894 1.4400 0.4624 -6.4034 -1.9586 1.0183e+01
1.6990 -5.8106 -4.2000 1.5200 0.4624 -6.4758 -1.9586 1.0169e+01
1.6990 -5.8822 -4.2147 1.6000 0.4624 -6.5418 -1.9586 1.0155e+01
1.6990 -5.9631 -4.2228 1.6800 0.4624 -6.6234 -1.9586 1.0141e+01
1.6990 -6.0557 -4.2337 1.7600 0.4624 -6.7117 -1.9586 1.0126e+01
1.6990 -6.1599 -4.2573 1.8400 0.4624 -6.7874 -1.9586 1.0112e+01
1.6990 -6.2767 -4.2960 1.9200 0.4624 -6.8426 -1.9586 1.0099e+01
1.6990 -6.3718 -4.3114 2.0000 0.4624 -6.9138 -1.9586 1.0093e+01
