0.0000e+00 3.6953e-01 3.0497e-01 4.7839e-01 2.0730e-01 1.0373e-02 3.9161e-01 1.3015e-02 5.0000e-02 1.0000e-02 2.6307e-01
0.0000e+00 3.2501e-01 2.8343e-01 4.1557e-01 1.8256e-01 1.2752e-02 3.2708e-01 1.6956e-02 5.9000e-02 1.0000e-02 2.5439e-01
0.0000e+00 1.5753e-01 5.0000e-02 5.0000e-02 2.9287e-01 1.0000e-02 1.2809e-01 4.6715e-02 6.8000e-02 1.0000e-02 3.5845e-01
0.0000e+00 5.6700e-02 2.8649e-01 2.3282e-01 1.7264e-01 1.2880e-02 3.1758e-01 1.3287e-02 7.7000e-02 4.3808e-02 3.0667e-01
0.0000e+00 7.1342e-02 2.3542e-01 2.1675e-01 1.4776e-01 8.9060e-02 2.0243e-01 3.2667e-02 8.6000e-02 1.9334e-02 3.4334e-01
0.0000e+00 2.2748e-01 2.3153e-01 2.5321e-01 1.2902e-01 3.7980e-02 1.6749e-01 3.3490e-02 9.5000e-02 1.0000e-02 2.3707e-01
0.0000e+00 2.0882e-01 2.1876e-01 2.2216e-01 1.2163e-01 5.5434e-02 1.3631e-01 3.8220e-02 1.0400e-01 1.0000e-02 2.3664e-01
0.0000e+00 2.0360e-01 2.1057e-01 1.9247e-01 1.2345e-01 4.9687e-02 1.2659e-01 4.0533e-02 1.1300e-01 1.0975e-02 2.3765e-01
0.0000e+00 6.0222e-02 2.5823e-01 1.7665e-01 1.2192e-01 2.6777e-02 1.6286e-01 2.8143e-02 1.2200e-01 5.5777e-02 2.5557e-01
0.0000e+00 1.6140e-01 1.9925e-01 1.4282e-01 1.2725e-01 7.2797e-02 1.0142e-01 4.8062e-02 1.3100e-01 1.1292e-02 2.3703e-01
0.0000e+00 8.3257e-02 2.9726e-01 1.6173e-01 1.5878e-01 6.7276e-02 1.7593e-01 2.4890e-02 1.4000e-01 4.8627e-02 2.5024e-01
0.0000e+00 1.3906e-01 1.8498e-01 1.0728e-01 1.2506e-01 8.3687e-02 7.8778e-02 5.3945e-02 1.4900e-01 1.4834e-02 2.3750e-01
0.0000e+00 1.2988e-01 1.5964e-01 8.3011e-02 1.1796e-01 7.6297e-02 6.2986e-02 6.3518e-02 1.5800e-01 1.1645e-02 2.3748e-01
0.0000e+00 5.0000e-02 2.4112e-01 1.1784e-01 1.0214e-01 6.1231e-02 7.8716e-02 4.3487e-02 1.6700e-01 7.0215e-02 2.4114e-01
0.0000e+00 1.0930e-01 1.5554e-01 6.3322e-02 1.1579e-01 7.8680e-02 5.0000e-02 6.8500e-02 1.7600e-01 2.0648e-02 2.3826e-01
0.0000e+00 9.1416e-02 1.6911e-01 6.2539e-02 1.1352e-01 7.4670e-02 5.0032e-02 6.4610e-02 1.8500e-01 3.6863e-02 2.3921e-01
0.0000e+00 5.0000e-02 1.8576e-01 7.0351e-02 9.3520e-02 5.3064e-02 5.0324e-02 6.1268e-02 1.9400e-01 7.5676e-02 2.4085e-01
0.0000e+00 6.3439e-02 1.9719e-01 5.9134e-02 1.1792e-01 7.5910e-02 5.0979e-02 5.6753e-02 2.0300e-01 6.1512e-02 2.4263e-01
0.0000e+00 5.1455e-02 2.0913e-01 5.5433e-02 1.2912e-01 8.0571e-02 5.4897e-02 5.3100e-02 2.1200e-01 6.7445e-02 2.4745e-01
0.0000e+00 5.0191e-02 2.2467e-01 5.8192e-02 1.2069e-01 8.4779e-02 5.0000e-02 4.9863e-02 2.2100e-01 7.8289e-02 2.4621e-01
0.0000e+00 5.0000e-02 2.2199e-01 5.0000e-02 1.0682e-01 1.0000e-02 5.0000e-02 5.0110e-02 2.3000e-01 1.0000e-01 2.9497e-01
0.0000e+00 5.0000e-02 2.4881e-01 5.3053e-02 1.3550e-01 1.0000e-01 5.0000e-02 4.5592e-02 2.3900e-01 7.9311e-02 2.5152e-01
0.0000e+00 5.0000e-02 2.7895e-01 5.2576e-02 1.6968e-01 5.6867e-02 7.3165e-02 2.8354e-02 2.4800e-01 1.0000e-01 2.9893e-01
0.0000e+00 5.0000e-02 2.7202e-01 5.0000e-02 1.4217e-01 9.9758e-02 5.0000e-02 4.0874e-02 2.5700e-01 8.6566e-02 2.5832e-01
