replicate,cost,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0,1.2700109567293976,128.25499695975935,18.552322747794662,3.2,68.35028281517475,1.5008466601834074,18.88463436447601,5.893164724411723,4.683821084198348,0.45794603591595995
1,1.1868803837621371,295.72112913956653,15.152666447779128,3.2,282.3806357075832,1.493199512494166,60.0,8.999382157726604,4.888447633405405,0.34845231226285467
0,1.1099547685670281,250.64990128082772,6.742385119418795,10.869640053858232,500.0,1.3317778539684328,59.828043919530984,9.0,5.932993935750944,0.4211380097710861
1,0.9595509350816652,494.1692618544551,15.227428649912296,3.20000004306498,499.9999952644339,1.8437178174631665,59.99943959960361,9.0,9.186323153644882,0.22893841373001372
0,0.8462185598390354,162.75384751284116,12.075307807675983,3.200000221699571,277.5286274109974,1.4051901996877596,60.0,9.0,8.93348327805426,0.3984232037638298
1,0.6034820430605539,273.62482208067775,13.400345737082361,3.2000006606396294,325.6527861829447,1.4424152681812337,59.99996293544025,9.0,7.523512179668279,0.3563993938797604
0,1.478779489662581,122.16601900999761,11.403447061031855,3.2,149.7673022242142,1.3182566099387483,60.0,8.999973060676576,5.308953214126249,0.44200197411547026
1,1.1444622003598948,78.93694118514597,4.782182601120321,17.228394627825175,492.22608128471853,1.2490345724661995,18.64167123470167,5.082558340097638,60.91775501546857,0.5514503432547202
0,0.8051961769989429,289.15079758550405,17.734646131862792,8.106851680440169,20.348089450332324,1.94537458708581,2.4221012016981125,8.772965956972746,2.6500813874426385,0.3283542796544692
1,1.1868301408342565,112.14393107489524,8.04869028624696,36.63602139965291,160.04300363088421,1.3817683101846352,4.587917078014178,8.8646086652926,26.895796021577272,0.527125163036361
0,0.9981855504974556,89.48850217654817,4.465022486100333,67.6962098087537,427.84281060991356,1.1961536351965991,26.7801197574412,3.2139459011060367,41.52165339519169,0.5317147021485827
1,0.8527833972965594,135.51152300267262,9.593454408616712,3.2,291.9265830570719,1.3375789647102276,59.999974311287986,8.999968421925818,11.847470989921456,0.42899940141778686
0,0.6824594589802221,128.9699791314342,8.019940479614423,39.42523534466023,99.25078028893431,1.3104186846021302,3.9522427937101567,8.998995583213224,22.205192898784762,0.5053511577455727
1,1.1379526703066383,113.91669617271734,12.678351643610823,3.2000000708522296,147.7253622342197,1.27752117017948,59.99993578883354,9.0,5.7012314845887095,0.4650159101899693
0,0.8752077201161903,173.00895502373118,9.435636566595097,60.31424841884581,122.18450485549384,1.468257900564957,2.607298701592524,8.999998923578222,23.418390502453896,0.4630372250893654
1,1.1263010791384942,106.29404434113333,14.315285723427573,3.2,97.01554912677645,1.2635732816075143,55.61631706801899,1.0314147864497503,6.240907259731944,0.4858943755378284
0,0.7623785205659751,157.6643380212813,8.200992029992143,57.872559833910266,102.89763638943131,1.3149247735603655,3.9334712756221495,9.0,21.552616493806703,0.49130422994844625
1,2.421318500392289,499.99995954415726,13.067686464388974,3.3772521312960224,499.99973137899474,3.316558651928945,59.99984890376783,8.99998660696359,22.75976226285783,0.11749653158055265
0,1.1183061033855075,143.65884169715355,15.9884737927196,3.2000006306769473,141.6968925894882,1.3946790768878514,59.999940413747574,8.999950079664586,3.657500172654498,0.43091263135149116
1,1.0296990877607146,166.96884132192883,7.4575488553185245,35.45397277966545,381.74499775751553,1.431697885186379,4.641050803330423,8.466161723649618,63.831500005034556,0.4857330546442404
0,0.43968665560814707,152.31353278676593,9.076100234866733,3.542104659587799,311.44040355301536,1.429039937108082,59.16418556698892,9.0,8.8748021103799,0.40214109768566164
1,1.014132413113695,221.8012098167743,12.696699919027592,12.794751564451964,34.753388834821564,1.6316204116073851,3.4505087709621156,5.942840551517358,5.467406257709934,0.39450597821638156
0,0.9266472613985073,94.49350789208182,5.303989649877927,43.84450988104639,202.076778653099,1.1417936965285453,10.753640370117026,8.857496504457435,28.42590280902301,0.5546933146874048
1,0.7946210289297184,183.9908853383667,16.14478078917455,3.2000002254179303,330.1942298316517,1.5512111996613227,59.999967245443834,8.999999923032359,4.288370702959519,0.4053341097369853
0,1.159306182766106,128.27493646291472,12.078322620838316,3.20000036300273,70.52010377601232,1.279588420632488,59.999954296958414,9.0,2.600002966325064,0.432668193974217
1,1.3441559189520655,72.82197387934299,5.532254625780478,71.06847493549549,183.36179066907766,1.1455671692727198,13.50202990891774,8.47357127287502,18.60999694414134,0.5956010503067272
0,1.4427724503988562,129.49095716254837,11.824806810833453,3.2,399.26756673100425,1.3795809995932788,60.0,8.999993792742897,11.381471573109046,0.44658064911346296
1,0.9525366915852662,105.65378517034348,7.1486162704144265,4.387680400107741,401.27369431296495,1.51981387073283,14.32847996380595,3.3258750277225473,62.72357895510863,0.4772961831475147
0,0.9445287669312041,101.81313742211135,6.130990253769353,13.687479124971029,303.12532043073526,1.153714407592235,56.410172470759875,8.854275934777867,7.868202893887613,0.5326232490308926
1,1.0893490294323998,125.86189340477124,8.167512368882136,3.8082323971195016,427.2564414856709,1.443220878393824,31.16237738093784,7.705394054627356,28.760711331607368,0.4288923469701279
0,1.0391083064422268,136.19835366557194,8.231040502682244,3.5735067449805875,496.76413729193223,1.4545033588726728,59.35335755771906,2.0458020454037977,31.53627072039768,0.40829440702365316
