1.4564e-01	1.3929e-01	1.4903e-01	2.1443e-01	1.0000e-03	1.9260e-02	6.8946e-01
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
1.5693e-01	1.4700e-01	1.3859e-01	1.9660e-01	1.2134e-02	2.7325e-02	6.8818e-01
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
1.5883e-01	1.4620e-01	1.3248e-01	1.9090e-01	1.0000e-03	1.0000e-03	9.3638e-01
1.4279e-01	1.5156e-01	1.5692e-01	2.2033e-01	1.0000e-03	3.7135e-02	1.0000e-03
1.3315e-01	1.5274e-01	1.8393e-01	2.5577e-01	1.0000e-03	5.0579e-02	8.3917e-03
