0.0000e+00 1.1154e-01 3.3438e-01 8.3112e-02 3.5954e-01 2.6362e-02 2.5402e-01 3.7593e-02 2.1771e-01 1.8290e-02
0.0000e+00 1.1154e-01 3.3438e-01 8.3112e-02 3.5954e-01 2.6362e-02 2.5402e-01 3.7593e-02 2.1771e-01 1.8290e-02
0.0000e+00 8.0434e-02 5.3757e-01 7.5943e-02 4.2542e-01 9.5364e-02 3.1219e-01 2.7393e-02 3.5730e-01 4.0764e-02
0.0000e+00 1.1154e-01 3.3438e-01 8.3112e-02 3.5954e-01 2.6362e-02 2.5402e-01 3.7593e-02 2.1771e-01 1.8290e-02
0.0000e+00 5.1538e-02 5.8432e-01 5.9303e-02 3.6127e-01 1.0000e-01 2.2645e-01 2.4762e-02 4.3384e-01 6.4811e-02
0.0000e+00 5.2145e-02 5.8432e-01 6.0017e-02 3.4196e-01 1.0000e-01 1.8924e-01 2.9741e-02 4.0294e-01 5.8991e-02
0.0000e+00 7.3700e-02 5.6709e-01 6.1379e-02 4.9810e-01 1.0000e-01 2.8692e-01 3.3769e-02 3.9788e-01 3.6544e-02
0.0000e+00 8.0434e-02 5.3757e-01 7.5943e-02 4.2542e-01 9.5364e-02 3.1219e-01 2.7393e-02 3.5730e-01 4.0764e-02
0.0000e+00 1.1154e-01 3.3438e-01 8.3112e-02 3.5954e-01 2.6362e-02 2.5402e-01 3.7593e-02 2.1771e-01 1.8290e-02
0.0000e+00 1.1145e-01 2.9864e-01 7.2571e-02 2.8753e-01 1.0000e-03 1.9319e-01 3.1700e-02 2.2048e-01 3.3448e-02
