0.0000e+00 8.8557e-02 3.6325e-01 4.8231e-02 3.5344e-01 1.0000e-01 1.4079e-01 3.4740e-02 3.0128e-01 4.4714e-02
0.0000e+00 7.0215e-02 5.7497e-01 6.4656e-02 3.8748e-01 8.0200e-02 2.3085e-01 3.0796e-02 3.8763e-01 4.6181e-02
0.0000e+00 3.6138e-02 5.0227e-01 6.9652e-02 2.6769e-01 1.0000e-01 2.0182e-01 2.3794e-02 3.5437e-01 7.0459e-02
0.0000e+00 1.0000e-02 4.0240e-01 6.2637e-02 2.3689e-01 1.0000e-01 1.9849e-01 1.3692e-02 3.2191e-01 9.9292e-02
0.0000e+00 7.2019e-02 5.0152e-01 8.4088e-02 3.2576e-01 1.0000e-01 2.5979e-01 2.6825e-02 3.1057e-01 4.2030e-02
0.0000e+00 7.6073e-02 3.6828e-01 5.1218e-02 4.4524e-01 1.0000e-01 2.3763e-01 4.1677e-02 3.1171e-01 2.1758e-02
0.0000e+00 7.2019e-02 5.0152e-01 8.4088e-02 3.2576e-01 1.0000e-01 2.5979e-01 2.6825e-02 3.1057e-01 4.2030e-02
0.0000e+00 3.8977e-02 3.5072e-01 6.5163e-02 2.4609e-01 8.2163e-02 1.7846e-01 2.9279e-02 2.7111e-01 5.9384e-02
0.0000e+00 5.9565e-02 4.5263e-01 6.3738e-02 2.9043e-01 7.7219e-02 1.7913e-01 3.0054e-02 3.2486e-01 5.4186e-02
0.0000e+00 1.0000e-02 4.0240e-01 6.2637e-02 2.3689e-01 1.0000e-01 1.9849e-01 1.3692e-02 3.2191e-01 9.9292e-02
