1.4412e-01	1.4568e-01	1.2581e-01	3.1582e-02	8.4381e-02	4.5593e-02	4.3243e-02
1.4412e-01	1.4568e-01	1.2581e-01	3.1582e-02	8.4381e-02	4.5593e-02	4.3243e-02
1.4412e-01	1.4568e-01	1.2581e-01	3.1582e-02	8.4381e-02	4.5593e-02	4.3243e-02
1.5524e-02	3.5106e-03	1.0000e+00	8.0069e-02	8.4497e-01	2.6271e-03	8.9689e-03
1.3965e-01	1.6700e-01	1.5893e-01	1.2577e-01	8.6478e-02	1.4700e-02	9.1471e-03
1.4412e-01	1.4568e-01	1.2581e-01	3.1582e-02	8.4381e-02	4.5593e-02	4.3243e-02
1.3575e-01	1.5162e-01	1.5708e-01	1.6357e-01	3.8124e-02	4.2836e-02	3.5002e-02
1.3122e-01	9.9484e-02	1.7787e-01	1.2162e-01	7.5512e-02	2.3210e-02	2.7862e-02
1.5590e-02	3.0775e-03	1.0000e+00	1.0000e-03	9.6016e-01	2.0600e-03	7.7496e-03
1.4412e-01	1.4568e-01	1.2581e-01	3.1582e-02	8.4381e-02	4.5593e-02	4.3243e-02
