4.2213e-01 0.0000e+00 2.7704e-01 -5.0000e-02 1.5271e-01 1.0405e-01 0.0000e+00 -9.8106e-02 0.0000e+00 5.9687e-02
4.1891e-01 0.0000e+00 2.6869e-01 -6.5574e-02 1.5623e-01 1.0666e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1564e-02
4.1755e-01 0.0000e+00 2.7522e-01 -5.0000e-02 1.5559e-01 1.0568e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1297e-02
4.2111e-01 0.0000e+00 2.7622e-01 -5.4578e-02 1.5360e-01 1.0479e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1088e-02
4.1979e-01 0.0000e+00 2.7927e-01 -5.2001e-02 1.5492e-01 1.0550e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.0574e-02
4.2573e-01 0.0000e+00 2.7392e-01 -5.5080e-02 1.5293e-01 1.0389e-01 0.0000e+00 -9.7219e-02 0.0000e+00 5.8752e-02
4.2111e-01 0.0000e+00 2.7622e-01 -5.4578e-02 1.5360e-01 1.0479e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1088e-02
4.1818e-01 0.0000e+00 2.7089e-01 -5.0000e-02 1.5545e-01 1.0568e-01 0.0000e+00 -9.7603e-02 0.0000e+00 5.8778e-02
4.1755e-01 0.0000e+00 2.7522e-01 -5.0000e-02 1.5559e-01 1.0568e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1297e-02
4.2111e-01 0.0000e+00 2.7622e-01 -5.4578e-02 1.5360e-01 1.0479e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1088e-02
