4.7749e-01 0.0000e+00 1.8744e-01 -1.5793e-01 1.6932e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.6198e-02
4.1625e-01 0.0000e+00 2.0021e-01 -5.0000e-02 1.6808e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.5363e-02
4.2710e-01 0.0000e+00 1.6993e-01 -8.3123e-02 1.6851e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.0574e-02
4.9143e-01 0.0000e+00 1.1520e-01 -2.2443e-01 1.6177e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 6.1062e-02
4.7749e-01 0.0000e+00 1.8744e-01 -1.5793e-01 1.6932e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.6198e-02
4.7749e-01 0.0000e+00 1.8744e-01 -1.5793e-01 1.6932e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.6198e-02
4.7749e-01 0.0000e+00 1.8744e-01 -1.5793e-01 1.6932e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.6198e-02
5.0000e-01 0.0000e+00 1.6725e-01 -1.9136e-01 1.6320e-01 1.1000e-01 0.0000e+00 -8.0935e-02 0.0000e+00 4.6554e-02
5.0000e-01 0.0000e+00 1.4347e-01 -2.2494e-01 1.7223e-01 1.1000e-01 0.0000e+00 -9.8899e-02 0.0000e+00 5.8428e-02
4.7749e-01 0.0000e+00 1.8744e-01 -1.5793e-01 1.6932e-01 1.1000e-01 0.0000e+00 -1.0000e-01 0.0000e+00 5.6198e-02
