1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1303e-01	1.4037e-01	2.2426e-01	2.2630e-01	7.2973e-02	2.1089e-02	1.4178e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
1.5687e-02	3.6706e-03	1.0000e+00	5.2463e-01	6.2185e-01	2.8376e-03	1.2927e-02
1.1074e-01	1.7591e-01	2.6580e-01	2.7931e-01	6.8422e-02	2.9369e-02	1.3837e-02
