0.0000e+00 6.2517e-02 2.6256e-01 1.0465e-01 1.7457e-01 1.0000e-02 1.9381e-01 3.2731e-02 1.7490e-01 4.8857e-02
0.0000e+00 5.4859e-02 1.8771e-01 9.4001e-02 1.7578e-01 1.0000e-02 1.8658e-01 3.6936e-02 1.4288e-01 4.6939e-02
0.0000e+00 6.1686e-02 1.6911e-01 8.4201e-02 1.3679e-01 1.0000e-02 1.2410e-01 5.8671e-02 1.5415e-01 3.0031e-02
0.0000e+00 5.4859e-02 1.8771e-01 9.4001e-02 1.7578e-01 1.0000e-02 1.8658e-01 3.6936e-02 1.4288e-01 4.6939e-02
0.0000e+00 6.3914e-02 2.1837e-01 9.3927e-02 1.2559e-01 1.0000e-02 1.2622e-01 4.8574e-02 1.8171e-01 4.7156e-02
0.0000e+00 8.1951e-02 2.1191e-01 9.9131e-02 1.2022e-01 1.0000e-02 1.1524e-01 3.5384e-02 1.6990e-01 6.2810e-02
0.0000e+00 7.3236e-02 2.2608e-01 1.0353e-01 1.6275e-01 1.0000e-02 1.7399e-01 3.6239e-02 1.6033e-01 4.2868e-02
0.0000e+00 6.2948e-02 2.9265e-01 9.6935e-02 1.5907e-01 1.0000e-02 1.5470e-01 2.3399e-02 2.0472e-01 7.7605e-02
0.0000e+00 5.0000e-02 1.8206e-01 6.9749e-02 1.6173e-01 1.0000e-02 1.2900e-01 4.6957e-02 1.7191e-01 5.4168e-02
0.0000e+00 5.4859e-02 1.8771e-01 9.4001e-02 1.7578e-01 1.0000e-02 1.8658e-01 3.6936e-02 1.4288e-01 4.6939e-02
